Title,Title_URL,Image,text_text_cg3pf,text_text_cg3pf1,User,typography_typography_exx2d,typography_typography_exx2d2
Three-time YC founder and first-time mom finds flow in Notion,https://www.notion.so/blog/three-time-founder-first-time-mom-runs-on-notion,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6rSTKoJLiq9USywMrzi82T/c046456a66136ad1fc8b5aa47edede0a/pulley-founder.png",Inspiration,"Start a startup or start a family? Yin hadn’t had to ask herself this question until recently. Not when she dropped out of Stanford to join Y Combinator. Not when she sold her startup to Microsoft. But now, she wasn’t so certain.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Andrea Lim,Marketing
Tips to perfect your product requirements document (PRD),https://www.notion.so/blog/three-tips-product-requirement-document,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1aLzheI5uCIQ52E3oITgqX/24834dcc2b05076316f5a34371b02424/prd.jpg",For Teams,Align your team's workflows with stakeholder goals using Notion's tips and templates for creating an impeccable product requirements document (PRD).,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"Notion acquires Cron, the next-generation calendar",https://www.notion.so/blog/notion-acquires-cron,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3OXU6tIsis4oeUoAl8a7q/18528dc7b60c0c58345ba468f05f0e6a/cron-thumbnail__1_.png",Notion HQ,"The first thing many people do in the morning is check their calendar. It anchors the day, paints a picture of what’s ahead, and keeps track of how we spend our most precious resource: time. Today, we’re excited to announce that much-loved calendar, Cron, will be joining Notion!",,,
Learn how to create a product roadmap (+ templates),https://www.notion.so/blog/product-roadmap-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/16U9oUtKn19opAMtzXou1o/5c03bbfb332ee672cb19b882fd8eea37/roadmap-thumbnail.png",For Teams,"Learn how a product roadmap can help your team deliver its next product more efficiently, plus find the perfect product roadmap template for your team.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/6bNdFpYC7AIDmkCnMLMOOl/21184908580d809c20a21aa813fc954b/Maggie_Gowland_.png",Maggie Gowland,Marketing
How Notion built a product management system to align every team,https://www.notion.so/blog/notion-product-management-system-align-every-team,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/9XFmmnTl5Bza4cN86cASb/b992aa0cdedfa710843868343e92323a/hnbn-product-management-system.png",Inspiration,"Notion hit a breaking point a while ago — multiple eng teams, overlapping launches. We needed a new system to match our new shipping cadence. Here's how we built one!","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Madhu Muthukumar,"Former Chief Product Officer, Notion"
Product vision boards: why your team needs them and how to make your own,https://www.notion.so/blog/product-vision-boards-for-teams,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6UHvHKVojmTDQgnMCrtmF2/2d90b83bf044aaff89d9d929455543ac/product-vision-board-thumbnail.png",For Teams,"Although you could make your own customized product vision board on Notion, you don’t have to start from scratch. Check out our product vision board template to get started on your next great product.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
All you need to know about project workflows for your startup,https://www.notion.so/blog/all-about-project-workflows-startup,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/16zb1LwSTMnwTi5E30Bdet/396c38dfd3bd478168ec88adfa244536/startup-playbook-thumbnail.png",For Teams,"Introducing and implementing a new project workflow to your startup will give you a strong foundation to execute multiple, complex projects in parallel. But customizing them to the way your team works is how you’ll really amp up your efficiency.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Navigating scale: a framework for leading product teams through growth,https://www.notion.so/blog/framework-leading-product-teams-through-growth,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1pATwGD5HBcSspzRzUZEHj/e9cfdcb788b20104fc9b8c3395d40c32/thought-leadership-webinar.png",For Teams,"As organizations scale, information flows grow more complex and communication breakdowns become more common. FullStory's SVP of Product Agata Bugaj shares her framework for keeping product teams shipping and jiving as they grow.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3IATNO9JvaQXkjE5p6OAJS/1866f9a5f7e373798da1fde06f388068/anastasia.png",Anastasia Uglova,Marketing
A product launch checklist to make every rollout a success,https://www.notion.so/blog/product-launch-checklist,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/UPV3MW9xrnS3Z4rex0ESf/e8ee113db4356cacc21d7d14e409dc50/product-launch-checklist-thumbnail.png",For Teams,Setup is simple. The checklist includes a comprehensive list of tasks associated with product launches that can be easily customized based on your needs.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Andy Matuschak on physically-informed digital interface design,https://www.notion.so/blog/andy-matuschak,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5gYqp6MWR3nkCOcyEfgxPm/b199dfccc89e701f375c0515a3f1f1ba/Frame_12.png",Pioneers,"Andy is a software engineer, designer, and researcher working on technologies that expand what people can think and do. In past lives he helped build iOS at Apple and led R&D at Khan Academy. Now as an independent researcher, his methods bridge the gap between academia and Silicon Valley.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Devon Zuegel,Product
The project management playbook for startup founders,https://www.notion.so/blog/project-management-playbook-for-founders,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6um3tTSDS2mVrFfuziDkTa/8c8303ccf6e12f3c0ef74ceb1446fe9d/The_project_management_playbook.png",For Teams,"When you’re new to project management, even as a startup founder, it can seem like an overwhelming number of puzzle pieces to keep track of. As you go through the process, there are a number of tips you can keep in mind to help improve your chances of success — start with this project management playbook to get you started.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
An investor update template that (almost) writes itself,https://www.notion.so/blog/investor-update-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/awS96MUqDsRZ6TEqSXByq/1d3dae6ebf14c2377f18b6f2092e70e6/investor-update-thumb.png",For Teams,"Securing funding from an investor is a big moment for any startup. It’s important to keep your investors informed — your ETA, the conditions at your destination, and whether or not you expect any turbulence along the way. This is where the investor update comes in.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Shopify VP of Engineering Farhan Thawar's template for how to hire a VPE,https://www.notion.so/blog/shopify-farhan-thawar-hiring-vp-engineering-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6zvJWsXLBWW4r0A8oS9K4s/995f7d58b5d4b849b4787a8b48526a6b/shopify-vpe-thumb.png",Inspiration,"Hiring the right company leadership can feel more like art than science — but Shopify VP of Engineering Farhan Thawar has a framework for how to spot those diamonds in the rough, and in particular, excellent engineering leaders.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3UBFf7xGOyrYWg7pX8ELBV/9d76d6434c1b8390053e47f3e527bbc1/Ben-Smith.png",Ben Smith,Community
Everything we announced at Block by Block 2022,https://www.notion.so/blog/block-by-block-recap-2022,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7oQodGucIkFFS5U0W4dnci/479d2dbc0ad4ea853466bb81f6c8950d/block-by-block-recap.png",Notion HQ,"Thousands of folks from around the world came together to learn, connect, and celebrate all the ways they use Notion at our second annual conference! For those of you who couldn’t make it, here’s everything we debuted today.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",elyse,"Events, Notion"
Our API is officially out of beta — making Notion the hub for all your tools,https://www.notion.so/blog/api-ga,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1pAzCIqSANPbAA5gU1KZve/51c9e623d5a8d46212680bea9fd2a97f/api-ga-red.png",Notion HQ,Our API has been our all-time top request in Notion history. So we’re so excited to announce that our API is officially out of beta!,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Song-My Tran,"Platform Product Marketing, Notion"
Synced Databases will bring tools together in Notion — get a sneak peek!,https://www.notion.so/blog/synced-databases,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/p7UhrzpORrq41q3MziJkJ/2a94fbec4d662306bcba0ce3d460010a/synced-databases-thumb-v2.png",Notion HQ,"Watch a preview of our new Synced Databases feature, allowing you to bring data from tools like Jira and GitHub into your Notion workspace and keep it structured as a database.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Song-My Tran,"Platform Product Marketing, Notion"
Better Databases will unlock new ways to slice and dice your team's data,https://www.notion.so/blog/better-databases,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7LzviFbFYi90ZeoiboP48N/be5bc77a00135b8097e96ed7238aee8c/better-databases-thumb.jpg",Notion HQ,"Databases are one of the most powerful building blocks in Notion — Today, we’re introducing several major improvements to databases, so they’re easier to use with teammates, customize to your needs, and manage across your workspace.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5WH9VvZP0hYGfM02F81mCY/abc7df90849c0f32e5696313e2f5c055/david_webinar_portrait.png",David Tibbitts,Marketing
New sidebar design will help Notion scale to fit even the biggest companies,https://www.notion.so/blog/new-sidebar-design,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/59hJYjCcMO2SZVivsDCjJG/1bc2fb45dbcadc236e4173b26e3fe4ec/teams-thumb-v4.jpg",Notion HQ,"Teams of hundreds and thousands are already organizing all their work in Notion — Today, we’re excited to unveil our new sidebar design, making scaling with Notion effortless for even the largest of workspaces.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5WH9VvZP0hYGfM02F81mCY/abc7df90849c0f32e5696313e2f5c055/david_webinar_portrait.png",David Tibbitts,Marketing
Martha Stewart rounds out Block by Block agenda with one week to go!,https://www.notion.so/blog/block-by-block-martha-stewart,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/76Wu2S8lM2ClpIbLO72cww/fc3328bb6f674d28591b5f47b037376d/martha-bxb.png",Notion HQ,"To close out our speaker lineup, we couldn’t be more thrilled to have lifestyle mogul and original life-organizer Martha Stewart join us on stage!","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/83594f7d-d813-4ffc-a411-145200aa1814/af28197d9ddf94a8f2e95417dac0914d/83594f7d-d813-4ffc-a411-145200aa1814.png",elyse,"Events, Notion"
Bumble President Tariq Shaukat and marquee YouTubers sign on for Block by Block,https://www.notion.so/blog/block-by-block-tariq-bumble,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4lWsRFuNoKInEuIW9ozLq6/a2a9556135dc23a6cb16f8047fb06beb/tariq-thomas-marina-bxb-announcement__1_.png",Notion HQ,Block by Block is only two short weeks away — and we're excited to welcome three more headliners to the event! ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",elyse,"Events, Notion"
Ira Glass joins Block by Block with Gong's COO and Miro's CRO,https://www.notion.so/blog/block-by-block-ira-glass-gong-miro,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5KJb5FoAUhEycvmPkiqSg5/578d473546ae98e3928e6c58b5565f4f/ira-bxb-announcement__1_.png",Notion HQ,"There’s never been more urgency to create clarity and connection — in both our personal lives and at work. This is what our annual user conference, Block by Block, is all about! We’re thrilled to welcome three new guests to our agenda on March 2.","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",elyse,"Events, Notion"
Tidy software documentation makes engineers more effective — here’s how (+ templates),https://www.notion.so/blog/software-documentation-makes-engineers-effective,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1lGNDALW5Gbs1m2HJ4R03Y/07cde177be5d132ede96e562d645d4cc/tidy-eng-documentation-thumb.jpg",For Teams,"Engineers are often stereotyped as being bad writers. But regardless of writing ability, good technical documentation can make or break your projects. Here's how to train your team to write effective documentation.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
The best post-mortem meeting templates for insightful reports,https://www.notion.so/blog/post-mortem-meeting-template-insights-from-team,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3fqsLK02bUuTdsFzJo8gLD/4b090d1376456cadcf0c9b583f2ed434/post-mortem-template-thumb.jpg",For Teams,Use a post-mortem meeting template to debrief and draw valuable insights. Here’s why these gatherings are beneficial to your team and organization. ,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
Creating the Notion API,https://www.notion.so/blog/creating-the-notion-api,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1vzzobwqnJf6bC2XApoU9o/78527d34f6679071a92476ae4b16f1f6/api-thumb.png",Tech,The ability to access Notion content through an API is one of the top requested features from our users. Learn about how we designed our REST API to meet the challenge of preserving the flexibility and expressivity of Notion’s data model.,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Alicia Liu,Engineering
"Introducing Madhu Muthukumar & Bertie Thomson, our new Chief Product Officer and Chief Communications and Creative Officer",https://www.notion.so/blog/new-chief-product-officer-chief-comms-creative-officer,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6AdtR0qyq5NT54mhJ5mVJV/4b176f62a6e16ecac2a838472dbeb30f/Madhu___Bertie_alt.png",Notion HQ,We’re on a huge and difficult mission together to make toolmaking ubiquitous. Which is why I’m so excited to introduce two new leaders who will be uniquely helpful on this journey.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/XtADuDGfu1aBt0o7FHA7P/e11bafcd6537fd0067e9b02323697495/Notion-Ivan.png",Ivan Zhao,Co-founder & CEO
A pre-mortem template to help your team identify problems before they happen,https://www.notion.so/blog/pre-mortem-template-help-team-identify-problems,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3iw1iVOImWYThJFLZTGUtr/fcb334472f015e776c0cda18eda107f6/pre-mortem-template-thumb.jpg",For Teams,"Teams can’t expect you to see into the future — a pre-mortem meeting can help you plan around risks and address these issues, keeping your project on track. But most product managers don’t use them, even though pre-mortems might save their launches.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Danielle Baskin gives words to her many wondrous worlds,https://www.notion.so/blog/danielle-baskin,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5oxmACmU4rYZqMWP51JkKR/1533194ac72e159e874d1e20d1f6a4b8/hero.png",Pioneers,"Danielle Baskin is a product designer, situation designer, visual artist, and the founder of numerous eccentric small businesses such as a Branded Fruit, Dialup, and Maskalike.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Suzanne Ciani explains the composition of her sensory career,https://www.notion.so/blog/suzanne-ciani,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3Ea2mwrATN8pDaKrpb65B3/74d420839f4875ef749f095ce366b386/Frame_7.png",Pioneers,"Suzanne Ciani is a five-time Grammy award-nominated musician, composer, sound designer, and record label executive whose work helped define the sound of electronic music in the 1970s.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Loretta Staples' journey through digital and cultural interfaces,https://www.notion.so/blog/loretta-staples,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/47K3oC9To94DOikbqvawCS/bac74142fca6d212d6368d17cbabb91d/Frame_5.png",Pioneers,Loretta Staples is a prolific designer and educator whose work designing graphical user interfaces on the Macintosh Classic in the 1980s and 1990s helped shape personal computing as we know it today.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Char Stiles explores tools for expression and experience,https://www.notion.so/blog/char-stiles,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/uvmSWVvGiIaa3nJWjdGyw/2ba0d4bcb6ec3c0c2dd8867e78dfe49f/Frame_8.png",Pioneers,"Char Stiles is an artist, educator and programmer whose work uses emerging technologies like live coding to bring to light how computers work.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Build a knowledge base to avoid 3 most common mistakes startups make,https://www.notion.so/blog/build-a-knowledge-base-to-avoid-3-most-common-startup-mistakes,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5l8YEY2jG0h7f8RerzIxa9/75c0385d460fcd4ecf96dcd5fadbc39d/knowledge-base-for-startups.png",For Teams,"On the journey to starting a company, there are many pitfalls that can get in the way of your success. Here are three problems most startups face — and how a knowledge base helps combat them (with examples from fast-growing companies).","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Our operating values,https://www.notion.so/blog/notion-operating-values,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1eKVBMPXlyQtD3lptJ54ac/afd9bf833dfae30c071728aa803ffc95/operating-values-thumb.png",Notion HQ,"Looking back at two years of growth, we wanted to take some time to consider how we can build a lasting company, one where everyone can do their best work and go after Notion's mission together. The result is a new set of operating values.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/XtADuDGfu1aBt0o7FHA7P/e11bafcd6537fd0067e9b02323697495/Notion-Ivan.png",Ivan Zhao,Co-founder & CEO
3 asynchronous collaboration models for distributed teams,https://www.notion.so/blog/3-asynchronous-collaboration-models-for-distributed-teams,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1W7SvnfQhhyhwyWX2TuYr7/15f161f664557f8a3cc596e0cdb4d49e/async-teams.png",For Teams,Teams often try to apply in-person collaboration techniques to remote work. But distributed teams face their own challenges — here are some solutions to keep teams connected.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
How to build an engineering team: Guide & best practices,https://www.notion.so/blog/engineering-team-guide-to-sprint-retrospectives,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/6Ovm4ETTjZMG9GdFK49Xvs/95117daded288dabfef69bd267595610/sprint-retrospective.png",For Teams,Your engineering team determines your product’s success. Learn who to hire and how to support your team with this engineering team guide.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/4BmNQEtWZCZQNlst1COMmt/dd079b11c556c30808b631b202ba0321/Anabelle_Zaluski.png",Anabelle Zaluski,Marketing
Gretchen McCulloch talks about why we talk the way we do online,https://www.notion.so/blog/gretchen-mcculloch,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/28pWnoYybXuWvKD7TnUXIu/749532c239f77653d2a056c8eb5cadaa/Frame_2149.png",Pioneers,"Gretchen McCulloch is an internet linguist — an analyst of the language of the internet, for the people of the internet. She's the author of the New York Times bestselling ""Because Internet: Understanding the New Rules of Language,"" a Resident Linguist at WIRED, and was formerly the Resident Linguist at The Toast.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Kim Scott's framework for confronting workplace injustice,https://www.notion.so/blog/kim-scott-just-work-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/Uf8c9FAP1sirvF5oMfsnn/ad6892416c572acb4429f24a4d2baef8/Kim-Scott-Thumbnail.jpg",Inspiration,Use Kim Scott's Just Work template to quickly record instances of workplace injustice and respond based on the role you played.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3UBFf7xGOyrYWg7pX8ELBV/9d76d6434c1b8390053e47f3e527bbc1/Ben-Smith.png",Ben Smith,Community
A project charter template that's clear and effective,https://www.notion.so/blog/project-charter-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7qv6UW0wN3SsZDzm6MvfIf/2be30f25029d2ba2e81a82703fe0566b/project-charter-template.png",For Teams,"A project charter spells out the goals, deliverables, budget, timeline, and people involved in a project. It serves as a starting point to get the team aligned.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
A brand new home for Notion templates & community creations,https://www.notion.so/blog/new-template-gallery,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/nLgrtZfiwRPtVfBdCEyoG/ead93df009379ce5a9e684f918495791/template-gallery-launch-thumb.png",Notion HQ,How we reimagined our template gallery as a marketplace for millions around the world.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5yFbsa3x6eactA1AsrxZon/a65475839dc8fc7748409d342ed5675a/molly.png",Molly Mielke,"Design, Notion"
A one-on-one meeting template to keep everyone on track,https://www.notion.so/blog/one-on-one-meeting-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2dZLRK9TFAw9UpkQz1NQKX/bf7a7df88f957b3587189bf1774c7b02/one-on-one-meeting-notes-template.png",For Teams,"Whether you’re a manager meeting with a direct report, two project team members, or a CEO meeting with a potential investor, one-on-one meetings will bolster the confidence and trust you need to keep your startup running smoothly.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Omar Rizwan on shaping computers into friendlier forms,https://www.notion.so/blog/omar,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5pZezaSwAdrkRnG9SUnkW/8e09848e1fff705d2ff6e431c7f06de8/thumb.png",Pioneers,"Omar Rizwan is a researcher and developer interested in new computer interfaces and new ways of programming. He previously worked at Dynamicland, Stripe, and Khan Academy. He’s a prolific creator of interesting projects such as Geokit, Screenotate, Hijack Your Feed, and many others.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Use this meeting agenda template to save time and increase productivity,https://www.notion.so/blog/meeting-agenda-template-save-time-increase-productivity,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/37SFAKzeslGh39yXxLUyWd/0ebe0459c1e32d07213c494830dd49ba/meeting-agenda-template.png",For Teams,"With a meeting agenda template, you and your team can stop wasting valuable time. The best template will give guidelines for what needs to be recorded but leaves space for lightbulbs that may pop up in the moment.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"It’s not a drag, it’s a superpower: internal documentation propels startup growth",https://www.notion.so/blog/internal-documentation-propels-startup,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4onMylY8PO1hcVkHqgZooa/d330d8578adc3574c5004cb816e01994/internal-documentation.png",For Teams,"Internal documentation might not sound like the most exciting project, but when done strategically, it will speed up your team’s collaboration, onboarding, training, and overall communication. ","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
